,text,created_at
2658,@NLPAE 流石にもうお呼び出しかからないんですねw,2021-07-30 10:25:14+00:00
2659,RT @GUNDAM_2021: 1日1万人感染って聞いてもどこか自分は感染しないだろうって気になってるけど『毎日必ず1万名様に当たるキャンペーン実施中！』って言われたらめちゃくちゃ当たる気しかしないな。,2021-07-30 09:35:12+00:00
2660,@gomessdegomess つ「Autosale」,2021-07-30 09:20:01+00:00
2661,ところで皆さん、第五波の真っ最中ですが在宅勤務してますか,2021-07-30 01:35:45+00:00
2662,@odashi_t それは間違いなくそう（もっとも10年という予測も出ているが）,2021-07-30 01:33:19+00:00
2663,@odashi_t いつまでワクチン打ち続けるんだこれ,2021-07-30 01:29:44+00:00
2664,@odashi_t モデルナ→モデルナ→ファイザーでも、3回目100倍ブースターできるのかな,2021-07-30 01:27:59+00:00
2665,@odashi_t 現状の流れを見る限りでは半年おきにブースターやな,2021-07-30 01:25:14+00:00
2666,@odashi_t おめでとう,2021-07-30 01:23:36+00:00
2667,@sawawww 端的に言えば、それは「公衆衛生の防衛が思想信条の自由に優先する事態」だと見做されているから、なのでしょう。,2021-07-30 01:12:29+00:00
2668,@sawawww 全くですね。。。,2021-07-29 23:56:21+00:00
2669,でもこれって良く考えたら、少し前に「一度コロナに罹患してある程度以上の症状が出た人がワクチン（多分ファイザー）を2回接種すると生涯免疫に匹敵する抗体量を獲得できる」という話と一致するっぽい,2021-07-29 23:55:38+00:00
2670,@sawawww なので、ワクチンパスポートを巡る議論を見ていても思いますが、今後は「全員ワクチン接種済み」の世界と「ワクチンを接種しない人もいる（※誰も接種していないケースも含む）」世界とに分断されていくのだと予想しています。,2021-07-29 23:46:28+00:00
2671,@sawawww 人類はそんなに単純で一枚岩でもないということなんでしょうね。,2021-07-29 23:22:50+00:00
2672,自分は週2回のテニスでサーブとか打っているのでそんなことはないんだけど、同世代の友人知人のFBを見ていると「ワクチン打った後で打った方の腕を上げたら激痛が走ったのだが、元々四十肩なので最初から痛いのだったと思い出した」的な報告が幾つも流れていて笑う,2021-07-29 22:51:08+00:00
2673,@Cur4E7Iox5S0mOR まぁインフルだって毎年だからな,2021-07-29 21:32:37+00:00
2674,@sawawww 第一波の時の出社制限かけるぐらいしかもうやれること残ってなくないですか？（後は各種施設閉鎖）,2021-07-29 21:20:56+00:00
2675,@Cur4E7Iox5S0mOR それはあり得るな、言霊になるからやめろ,2021-07-29 21:20:03+00:00
2676,"3回目も打つともっと良さそうだというのは大変結構な話なんだけど、製造・供給・輸送・接種全体を合わせたロジスティクスが間に合うかどうかの方が心配な気がする
https://t.co/m2w6ThNoaA",2021-07-29 21:15:27+00:00
2677,"RT @profidokamdphd: https://t.co/WsKmPPVpGS

昨日の日テレ取材協力

私たちのみている重症とは、瀕死です。というメッセージを出しました。",2021-07-29 20:44:27+00:00
2678,本日緊急事態宣言の延長がアナウンスされたけど、個人的な観測としてはこの状況では十分にワクチン接種が普及して感染（というか発症）する人が減ってこない限り、感染拡大が収まって宣言を解除できることはなさそうだと思う。「最低でも全人口の6… https://t.co/6PZV0lwqcb,2021-07-29 20:38:56+00:00
2679,ポスドクの時に使っていた労力（主に頭脳労働や下らない事務作業やストレス耐久など）の10分の1くらいでポスドク時代に貰っていた給料のn倍貰えるから会社員永遠に辞めたくない(n &gt; 3) https://t.co/YpUzkyWkJe,2021-07-29 20:28:02+00:00
2680,@sawawww まぁおまかせ鮨20貫程度は食べられるだけの胃腸はあっても良いと思いますね,2021-07-29 20:13:32+00:00
2681,RT @tyomateee: 地面歩くナマケモノ怖すぎだろ… https://t.co/8n7iHh3yBV,2021-07-29 20:09:54+00:00
2682,それにしてもこの「加速度」プロットは何度見ても凄いなと思う。経験上この加速度ピークの「高さ」（実際には日々の数字に合わせてじわじわと高さが下がってくる）で全体の規模が占えるんだけど、第三波がこの高さで2500名ぐらいだったことを考… https://t.co/apxEJvvorr,2021-07-29 18:24:54+00:00
2683,東京都の医療リソースの残り容量に関する各指標は画像の通り。都のPCR検査数が元通りのレベルに増えてきた。全国レベルでは相変わらず一都三県が真っ黒な一方で、大阪と沖縄が再び危険水域に入ってきた。また人口希薄地域でも増加が見られている https://t.co/6PjhhLDcQt,2021-07-29 18:17:28+00:00
2684,2020年11月1日以降の年代別推移。20代の感染爆発は相変わらずで、30-50代もほぼ感染爆発と言って差し支えない。そして60代がついに感染急増フェーズに入った。さらに70-80代でも感染増加兆候が出てきた（ワクチン接種が普及し… https://t.co/yAqjAQc8ze,2021-07-29 18:17:27+00:00
2685,"本日の東京都の報告数は3865名、二階差分トレンドの直近7日間の推定値は1680, 1860, 2060, 2290, 2540, 2820, 3130、7日周期成分の推定値は14.3, 24.8, -65.9, -357, 29… https://t.co/fE6qaXP2oc",2021-07-29 18:17:26+00:00
2686,"RT @usagyuuunP: うさぎゅーんがいっぱい!?!?!?!?!?
ばーじょんだよーーー!!!!!!!!!!!!🐰🐚🐰🍦🐰

#うさぎゅーん #壁紙 https://t.co/W40wyVDJRw",2021-07-29 16:31:14+00:00
2687,RT @gudetama_sanrio: 起きてます起きてます…zZZ https://t.co/9rqFvCae6x,2021-07-29 16:30:24+00:00
2688,@Naomiit14 温帯低気圧になりました,2021-07-29 09:34:05+00:00
2689,RT @ohashimasaki: みんなが大好きなグラフ https://t.co/Is9uzdQRSX,2021-07-29 00:59:18+00:00
2690,RT @goma_tetsuro: ネコトッツォ https://t.co/6N8tZYYgmB,2021-07-29 00:58:43+00:00
2691,RT @geronnu: 2回目の副反応、上のグラフのような推移を辿ると思ったら実際は下だったのでちょっと熱下がったくらいで安心しないほうがよい https://t.co/PcWcXuUwEL,2021-07-29 00:57:44+00:00
2692,@piropiroanna 我々が初めて会った時のレイクタホではこれ？,2021-07-28 18:18:09+00:00
2693,"本日発表の東京都のコロナ死亡者内訳。依然として80代以上が多いが、第五波以降に確定診断されてから死亡した50代・60代の記載があるのが気がかり
https://t.co/1Tg2d4GptR https://t.co/Hi3UTAySLI",2021-07-28 17:10:40+00:00
2694,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の重症者数が平均回帰せず右肩上がりのトレンドに移ったようで、非常にまずい。陽性率が高いのもさることながら、本来15000回程度まで可能なはずのPCR検査が10000回前後… https://t.co/NST7wSqK1O,2021-07-28 17:08:28+00:00
2695,2020年11月1日以降の年代別推移。70-80代はこの感染爆発状況でも結局増えていない。20代はskyrocketing的な指数的増加という状況。30-50代が遅れて追う。60代も第四波を超えてきた https://t.co/dd9fjPTJkP,2021-07-28 17:08:27+00:00
2696,"本日の東京都の報告数は3177名、二階差分トレンドの直近7日間の推定値は1570, 1690, 1830, 1980, 2150, 2330, 2520、7日周期成分の推定値は92.5, 20, 52.5, -38.9, -358… https://t.co/RS7UmiCeaj",2021-07-28 17:08:25+00:00
2697,@Cur4E7Iox5S0mOR うるさい,2021-07-28 16:58:19+00:00
2698,"RT @shoot_drive: 小売店「問屋から商品を安く仕入れましたので、希望小売価格1万円の所を当店は9000円で販売します！」

転売屋「商品を大量に買い占めました。希望小売価格1万円なのでウチは2万円で売ります」

これが凄く簡単に現した小売店と転売屋の大きな違い",2021-07-28 16:32:17+00:00
2699,@sawawww そもそも副反応が気にならなくなった後なら飲んでも大丈夫だと思います,2021-07-28 16:24:59+00:00
2700,@sawawww というかそもそも局所性が高過ぎて使えないですw,2021-07-28 16:22:28+00:00
2701,@hak 2人は女性で、旦那さんが職場でもらってきて家庭内感染でした（1人は酸素吸入が必要な中等症までいって今でも嗅覚が回復しないまま）,2021-07-28 16:18:23+00:00
2702,@sawawww 分かりやすくて良いですよ,2021-07-28 16:16:48+00:00
2703,RT @ChelseaParlett: 🐟 https://t.co/Q11mLrMl4s,2021-07-28 16:12:43+00:00
2704,そして先月空也にお連れした人品卑しからぬ高齢のご婦人は、お子さんがクレー射撃の選手という富裕な家のお方だと判明した（そう言えば麻生副総理もクレー射撃の選手でかつての日本代表だったなと）,2021-07-28 16:07:52+00:00
2705,銀座の街にオリンピックもしくはプレス関係者と思しき人々がちらほらいて、バブル方式とは一体（プレスはともかく）,2021-07-28 16:00:26+00:00
2706,良く良く考えたらちょっと前まで台風の予報が出てたので、予約キャンセルした人が多かったのかもしれない,2021-07-28 15:58:47+00:00
2707,歯医者で銀座に来てるんだけど、空也寄ってみたら何とまだこの時間でも当日分が残ってたので買った。やはり売れてないのか,2021-07-28 15:19:29+00:00
2708,RT @Shingema: 丸亀製麺でバイトとして働いてたけど、あそこは本当に良い店だった。今でも足を運ぶ。特に、エリアマネージャーや店長の「誰かに対して『仕事が使えない』って言うな。その人を使えるようにするのは俺の仕事で、使えないのは俺のせい」という言葉にはしびれた。,2021-07-28 14:57:29+00:00
2709,@hak 僕も3人いますね。。。（近年全く会ってない人たちでしたが）,2021-07-28 14:57:13+00:00
2710,"RT @usagyuuunP: まいにちあつーーーーい!!!!!!☀️💦💦
水分はしっかりとろうねーーー!!!!!!🍹✨

#うさぎゅーん https://t.co/ZCV180SRQ0",2021-07-28 14:52:27+00:00
2711,RT @Pusheen: 💧 ❄️😎 https://t.co/IKa57Xl9yZ https://t.co/jPfoTTB7ao,2021-07-28 14:51:22+00:00
2712,@piropiroanna living legendかと思ったw,2021-07-28 13:56:26+00:00
2713,RT @ReutersJapan: 動画：大橋悠依が競泳個人メドレー2冠、金メダルの重圧跳ね返す https://t.co/4VyVSqzkQt,2021-07-28 13:34:51+00:00
2714,「英国でデルタ株に感染して入院している3692人のうち、ワクチン未接種者が58.3%、ワクチンを完全に接種した人は22.8%だった」「世界で最も感染者と死者が多い米国の場合、新規感染者のおよそ83%はデルタ株。これまでのところ重症者の97%近くは、ワクチン未接種者だ」,2021-07-28 13:34:10+00:00
2715,以下記事本文より「ウイルスは常に変異しながら進化し、新たな変異株は従来株より危険な場合もある。ただデルタ株に関する主な懸念は、より症状が重くなることではなく、人から人へより簡単に広がるためワクチン未接種者の間で感染者や入院患者を増やしてしまう点だ」,2021-07-28 13:34:09+00:00
2716,なかなか厳しいコメントだが、これがイスラエルの直面している現実なのだろう。イスラエルのベングリオン大学のナダブ・ダビドビッチ公衆衛生学部長曰く「ワクチンの自分の発症を防ぐ効果は非常に高い。ただし他人への感染を予防する効果は著しく低… https://t.co/KMje8WZVVV,2021-07-28 13:34:09+00:00
2717,"RT @kohal9000: 転売屋許すまじと思ったのは「オムツ転売事件」であった。
姪っ子ちゃんはオムツかぶれを起こしたが、あるメーカーのオムツだけはかぶれなかったのでそれを求めて薬局にいくと、入荷アサイチで買い占めていく転売屋がいて、たった一袋のオムツが買えなかった。
俺が…",2021-07-28 12:57:32+00:00
2718,"@sawawww その文脈で言えば、個人取引ながらも一部の集団が財を寡占して価格を吊り上げるということが「カルテル」と見做され得るかどうかがポイントになりそうだなと思いました。
https://t.co/sgFelH9CLx",2021-07-28 11:16:19+00:00
2719,@sawawww 僕の理解では「抗体が急激に大幅に増える」から副反応が（2回目で）強く出るのだと思っていて、ならば上がり幅が小さくなるブースト接種以降は弱くなるのかなと。,2021-07-28 11:08:33+00:00
2720,"RT @xhackjp1: 時の試練に耐え長く技術者から愛されている書籍 ¥1,000

その道の第一人者が書き信頼ある出版社が編集した書籍 ¥2,000

海外有名大学で使われるコンピュータサイエンス教科書 ¥4,000

よく分からない素人が片手間に書いた3ヶ月くらいの学習…",2021-07-28 11:05:47+00:00
2721,@sawawww 仕手の話を引き合いに出して転売を批判している人は、僕のecon系TLの方々にも結構いますね。,2021-07-28 11:01:45+00:00
2722,"RT @Perfume_Staff: 本日発売の「Hanako」9月号に掲載の「Hanako Beauty Special」にPerfumeが登場👏
メンバーがプロデュースした
“Perfume Closet Complete Palette”を使ったメイクで登場しています♪…",2021-07-28 10:40:44+00:00
2723,RT @ReutersJapan: ワクチン接種でも屋内でマスクを、米が指針見直し　感染深刻な地域対象 https://t.co/WV4RHOxFFp,2021-07-28 09:51:08+00:00
2724,RT @kawasemi_exe: やはり筋肉は大事 https://t.co/GscrRGH0D7,2021-07-28 09:48:25+00:00
2725,RT @kareem_carr: the first time you work with real data https://t.co/QjoonHNglV,2021-07-28 01:42:17+00:00
2726,"RT @souyakuchan: 続き！
接種後デイリーセルフ採血 10 週間フォローアップ。
(n = 1)

初回接種後のピーク値よりは高いがブースト後のピーク値の 1/3 を少し下回ったくらいの値で横ばいへ。 https://t.co/knhSpXzC06",2021-07-28 01:23:18+00:00
2727,@odashi_t ワロタ,2021-07-28 00:58:56+00:00
2728,@odashi_t 一方で良い賭けかどうかを度外視して「投機」に走る人は世の中に一定数いる,2021-07-28 00:56:34+00:00
2729,つまり「真面目にこつこつ本業の仕事で頑張り続ければいつかは何かしら報われる」というモデルが（少なくとも日本では）崩壊しかけているということなんだろうし、その絶望から逃れて新たな希望を見出すために様々な工夫（小細工かもだが）をして小銭を稼ぐ人が増えているということなのかなと思った,2021-07-28 00:52:08+00:00
2730,「副業や転売や情報商材で儲けよう」というコンテンツが流行り「仕事を辞めてプログラミングスクールに通って3ヶ月でエンジニアになって人生一発逆転」情報商材が流行るのも、本質的には「今の本業の仕事を続けても報われない」と絶望している人が少なくとも日本には多いということなのだと思われる,2021-07-28 00:50:15+00:00
2731,RT @MUGI1208: 書店に行くと普通に「転売や情報商材で儲ける」みたいな本がたくさん売ってるんですよね。いかに副業で儲けるかが今の世の中には求められていて、その裏には本業だけでは満足できない経済的な背景がありそう。そこに「悪質な転売や情報商材はやめよう」という倫理観的な…,2021-07-28 00:46:13+00:00
2732,@tkshhysh 正直僕も追ってないので分からないんですが、コカコーラやネスレなんかは今でもかなり真面目にやっているっぽいです。ガチで脳波やfMRI使って購買意欲の定量化とかやっていると、以前の上司（正確には上司の上司でMckのOG）から聞いたことがあります,2021-07-28 00:27:54+00:00
2733,@tkshhysh それをneuroeconomicsとかneuromarketingとか言うんじゃないですか,2021-07-28 00:15:07+00:00
2734,@sawawww 半年ごとに1回という可能性が高そうですけどね。あと抗体がある程度増えてからブーストするので、毎回はああはならない気もしますし、段々打つごとに抗体が増えてサチってくるのでそのうち副反応は弱くなると思ってます。,2021-07-28 00:14:09+00:00
2735,@nino_pira 何かあったの？,2021-07-28 00:01:47+00:00
2736,RT @kirimi_sanrio: でかけたかったなぁ、なつ https://t.co/lZTRMbCmVd,2021-07-27 23:58:06+00:00
2737,RT @ReutersJapan: 動画：ソフトボール、日本が米国下し金　13年越しの連覇 https://t.co/dwhGXeoAL8,2021-07-27 23:52:19+00:00
2738,RT @gudetama_sanrio: 働いたら負け https://t.co/tCaU3uPaLj,2021-07-27 23:40:23+00:00
2739,RT @atamotonu: https://t.co/6vNECREmm4,2021-07-27 23:40:21+00:00
2740,実家の両親も既にファイザー2回目接種から2週間以上経過していてるんだけど「当人たちは発症しなくてもウイルスを持ち運んでいる可能性があり他人にうつすかもしれないのだから政府や自治体が規制解除するまではマスク着用を続けて他者との距離を… https://t.co/aHGnd3CXYI,2021-07-27 23:04:17+00:00
2741,"RT @cafeDripDrop: ノーマスクでいらした年配のご夫婦にマスク着用をお願いしたら「ワクチン2回接種済みです(ｷﾘｯ)」と言われました😭😭
接種会場、病院、テレビ、新聞でもっと啓発してくださいー。",2021-07-27 22:52:51+00:00
2742,@sawawww 20代のワクチン接種が増えるまでは、このまま増え続けて誰にも止められないと思ってます（つまり8月末になってもそうなるという確信はない）,2021-07-27 18:08:10+00:00
2743,@Yasufumi_Nakata この辺の但し書きを添えないとお叱りの声が飛んでくることが非常に多くてですね。。。,2021-07-27 17:47:57+00:00
2744,とりあえず、個人レベルでは「自分にワクチンを打つ」のが今できる最大の自己防衛策としか言いようがない気がする。確固たる意志を持って「打たない」人はともかく、アレルギーなど諸事情で「打てない」人には厳しい局面だと思う。せめて「『打てな… https://t.co/fM8VgQ4Dpk,2021-07-27 17:36:34+00:00
2745,@VaccineWatch 本質的には、実際にその社会全体における感染者数が一定レベル以下に下がるまでは、ワクチン接種率がどれほど上がってもある程度の感染対策を維持すべき（感染者数が十分下がったところで徐々に緩和）ということなのだと理解しています。,2021-07-27 17:27:40+00:00
2746,そして現状では東京都だとまだ若年層ほどワクチン接種が進んでおらず、自治体接種・職域接種のどちらもまだ受けていない＆重症化率が低くない層（つまり40-50代）を中心に今後中等症者〜重症者が大きく増えていくであろうことは想像に難くない,2021-07-27 17:22:37+00:00
2747,ただし以前指摘されていた人がいたように、重症者（人工呼吸器やECMOが必要）は2週間遅れで増えていき、死亡者もそのまた2週間遅れで増えていくので、陽性者数の爆発的増加の影響はまだ全体を見通せない… https://t.co/0gVe2ZjlSD,2021-07-27 17:18:30+00:00
2748,東京都の陽性者数の爆発的増加に対して確かに重症者数の伸びは鈍い（少ないわけではなくかなり多い）し死亡者数も右肩下がりだが、50代以下の陽性者が激増しているので結果的に中等症者（酸素吸入が必要）も大きく増えていると見るのが妥当そう。… https://t.co/VR1wdgIqcR,2021-07-27 17:14:13+00:00
2749,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の重症者数は本日82名だったのでまたステージが上がったことになる。全国レベルでは一都三県が真っ黒なままだが、全国的に増加傾向である上に、鳥取・島根など人口の少ない地域でも… https://t.co/RUpXnUeIzy,2021-07-27 17:09:32+00:00
2750,2020年11月1日以降の年代別推移。20代のみならず30代も感染爆発の傾向。40-50代もほぼ追随。第四波を超えていないのは60代以上のみ（ただし60代も超えそう） https://t.co/dtnZjcQR3u,2021-07-27 17:09:31+00:00
2751,"本日の東京都の報告数は2848名、二階差分トレンドの直近7日間の推定値は1410, 1500, 1600, 1710, 1830, 1960, 2100、7日周期成分の推定値は111, 144, 29.7, 30.8, -65.5… https://t.co/uBtjKq2Wc7",2021-07-27 17:09:30+00:00
2752,先週「良くて3000名悪くて5000名」と書いたのが当たりそうな趨勢（本日2848名だが最近の週最多は水木曜なのでまだ増える）で、何も嬉しくない https://t.co/8xZb6Ins6T,2021-07-27 17:01:32+00:00
2753,@bentheDPeness 全てのサプライヤーが転売込みブランディングに同意しているのなら良いわけですが、そうではないというところがポイントなんでしょうね。,2021-07-27 15:50:42+00:00
2754,"RT @muscle_penguin_: 私、マスクを触る癖があったんですね。マスクしていない時には顔を触る癖も。
その後、インフルエンザの患者さんを診察した後はマスクを１回１回換える様にする/換えられないなら絶対顔を触らない様にしてからはインフルエンザにかかることはなくなりま…",2021-07-27 15:04:54+00:00
2755,"RT @muscle_penguin_: 昔、私毎年インフルエンザにかかっていたんです。毎年インフルエンザの患者さん100人以上診ていたのである程度仕方ないのかと思っていましたが、毎回手洗いしてマスクしてしっかりしていたんです。
ある年、１週間で１人しか診ていないのにインフルエ…",2021-07-27 15:04:50+00:00
2756,"RT @shimariso: 「転売は独占禁止法に触れる行為ではない」
「法律の方が追いついてないだけですね。法律の方を追いつかせる必要があるので転売ヤーの皆さんには世論から存分に叩かれてもらう必要があります」
「そんなことをして許されるのか」
「転売ヤーを非難するのは法律に触…",2021-07-27 15:01:58+00:00
2757,"RT @shimariso: 「仕入れて売るのはただの商売。なのに転売はなぜダメなのか」
「流通を堰き止めて価格を釣り上げる行為がダメでなければ独占禁止法は必要ないと思います」",2021-07-27 15:01:55+00:00
2758,最近は何かにつけ「この先は（あえて言わないし定まった正解もないので）自分で答えを見つけて欲しい」というアドバイスが受け入れられなくなってきている気がするんだけど、案外そういうところに「未経験から3ヶ月で（真っ当な努力をすっ飛ばして）勝ち組」情報商材が流行る所以があるのかなと思った,2021-07-27 15:01:10+00:00
2759,@dancerj 多分暑さで集中できてないですねこれ（対戦相手に比して大汗をかいているのが一眼でわかる）。でも有明コロシアムはエアコンついてるはずなんですが。。。,2021-07-27 13:14:00+00:00
2760,@odashi_t なのでmRNA以外の方式のワクチンで、同じくらいの有効性のあるものの開発が待たれるね（AZとかJJはそうだが別の副作用があったり有効性に課題があったりする）,2021-07-27 10:59:22+00:00
2761,@tkshhysh 先生が千葉に帰った方が早いですよ,2021-07-27 10:57:35+00:00
2762,"RT @s_ami_staff: ナンバリングタイトル別お気に入りDQ4コマ。

DQ3の4コマはたくさんあるので何回かに分けて掲載しますね。

【ドラゴンクエストⅢ そして伝説へ•••】編 其の一。　柴田亜美

#柴田亜美 #ドラクエ #ドラゴンクエスト #DragonQue…",2021-07-27 10:41:38+00:00
2763,"RT @floatune: 女子アナ「スケートボードどうでしたか？」
昨日の柔道松本「みんな転んだ時の受け身が上手い」
今日の柔道吉田「みんな転んだ時の受け身が上手い」",2021-07-27 10:40:27+00:00
2764,@odashi_t あとはアレルギーとかで「打てない」人たちをどうするかかな。そういう人たちでも「打てる」ワクチンが出てくることを祈っているけど,2021-07-27 01:11:39+00:00
2765,"RT @orgmrm: 給与が高ければ高いほど要求が厳しくなると思うだろ？

実際は給与が安ければ安いほど要求が厳しいんだよ。現実は。",2021-07-27 01:00:19+00:00
2766,"RT @QuoraJP: Q. 切れない #蛍光灯 を作れるが、商売にならないから売られていないのは本当ですか？

A. 一生切れることのない蛍光灯は本当にあります。もっとも、減光しないでどれぐらい使えるかというと8万時間ですが、それでもLEDよりも遥かに寿命が長いです… ht…",2021-07-27 00:52:53+00:00
2767,@odashi_t 煩わしい,2021-07-27 00:46:05+00:00
2768,@odashi_t そういう話ではない（この手の首狩りメールは毎日来る）,2021-07-27 00:41:42+00:00
2769,自分の身を守るためには、現状では自分にワクチンを打つのがベスト（勿論その時々で政府や自治体が定める感染防止措置を踏まえた上で）だということになりそう,2021-07-27 00:40:20+00:00
2770,もう少し踏み込んで書くと、結局ワクチンは「発症防止」効果はあるが「感染防止」効果についてはまだ不透明で、おまけにワクチン接種済みでもウイルスキャリアになり得るということ。だとすると、本質的には「ワクチンを打てる人が打てば『打たない（打てない）』人も守れる」とは限らないことになる,2021-07-27 00:38:42+00:00
2771,つまり、ファイザーorモデルナを2回接種してから1 or 2週間が経過してfully vaccinatedになり、90%を超える発症防止効果で保護されるようになった後でも、実は無症状感染もし得る上に、場合によってはそこからさらに他者に感染させてしまう可能性があるということ,2021-07-27 00:35:58+00:00
2772,ワクチン接種後コロナ陽性の130例（医療従事者8割）に対する感染症研による積極的疫学調査。報告時で65例が無症状・60例が軽症・5例が中等症で重症はゼロ。懸念点はfully vaccinatedな陽性者の気道検体からも感染力のある… https://t.co/eIFnmcYejc,2021-07-27 00:33:57+00:00
2773,RT @dacodaccohk: 旦那が昇進してから微妙に拗らせてて辛い。家庭での会話で「俺は全体最適を目指すから」「もっと視座を高く」「物事を俯瞰して見ないと」と言い出したので2度めの厨二病だと思います。,2021-07-27 00:21:12+00:00
2774,@odashi_t 俺のところにも来てる気がする,2021-07-27 00:20:08+00:00
2775,@Cur4E7Iox5S0mOR テレ東側も2人のインタビュー終了直後に切られたぞよ,2021-07-26 23:11:35+00:00
2776,"最後まで読んでくれる人の少なそうな長文を書いてしまったので、ここで供養しておく
https://t.co/JEi8U3H4hG",2021-07-26 23:00:17+00:00
2777,@sawawww バズってるのか燃えてるのかというやつですね,2021-07-26 19:49:42+00:00
2778,二連チャンでいつもの怪しげなLinkedin DMが来た。多分この顔写真も実在の人物とは関係がないと見た https://t.co/IZetQbeWBr,2021-07-26 18:48:21+00:00
2779,@sawawww 僕もモデルナ1回目の後は眠気が酷かったです（発熱はほぼなかった）,2021-07-26 18:41:17+00:00
2780,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の重症者数が70名強と高水準で再び平均回帰し始めたように見える。全国レベルでも相変わらず一都三県は真っ黒で、なおも拡大止まらず。また佐賀や和歌山などワクチン接種普及で減っ… https://t.co/L1VudgeyCj,2021-07-26 17:23:52+00:00
2781,2020年11月1日以降の年代別推移。20代は事実上第三波ピークと同レベルに到達したと見て良さそう。30-50代も時間の問題。懸念されるのが、60代の増加傾向と、先週に入ってからの70代の増加。ワクチン非接種層で感染拡大しているか？ https://t.co/hxzGQmhvIq,2021-07-26 17:23:51+00:00
2782,"本日の東京都の報告数は1429名、二階差分トレンドの直近7日間の推定値は1330, 1390, 1450, 1510, 1570, 1630, 1690、7日周期成分の推定値は-37.4, 141, 166, 31.7, 49.2… https://t.co/qtTqRb1hnv",2021-07-26 17:23:50+00:00
2783,"あくまでもwebアンケートだけど、これだけの数の企業からこの人数のデータサイエンティスト・機械学習エンジニアから業務について聞き取り調査をしたサーベイは日本ではこれまでほぼないと思われるので、貴重な資料になると思う
https://t.co/VWNuzyZX0F",2021-07-26 16:24:27+00:00
2784,これ多分若いエンジニアと話しているんだろうなと思ったんだけど、だとするとOSS文化に対する見方が偏っているのかもという危惧を抱いた。「会社の仕事と無関係な趣味にいそしむのがOSS」だとは限らないし、OSS活動で目立っているから良い… https://t.co/w9LmDcPtY1,2021-07-26 15:41:19+00:00
2785,@sawawww スポーツ観戦オタクを自認する身ですが、スケボーは見ていてイマイチ良く分からないのが悔しいですね。。。,2021-07-26 15:10:23+00:00
2786,@pabroff_freeze 全て事実だし嘘はついてません！,2021-07-26 11:54:18+00:00
2787,@NLPAE 全て事実ですから！w,2021-07-26 11:53:51+00:00
2788,RT @komtarr: ひろゆきとか見ててもそうだし俺もそうなんだけど、中年世代は中年になる方法を見失ってしまってる感じあるよな。昔は年功序列と社会が自動的に中年をそれなりの立場にしてもらってたけど、現在ではそれなりの理念や哲学が必要になる気がするんだけど、わからないから皆ハ…,2021-07-26 10:09:22+00:00
2789,"RT @kotakurihara: 自分の経験を振り返っても、いろいろなケースを聞いていても、「創業者が知り合いに売れる」で良いものができたと勘違いしてしまう。

直接の知り合いや紹介経由で売れるのはPMFのシグナルとしては弱く、「広告など紹介以外のチャネルで、創業者以外のメン…",2021-07-26 09:27:50+00:00
2790,"RT @kotakurihara: BtoBのプロダクト開発で、創業者が売った受注はカウントしてはいけないという話がある。創業者は大抵魅力的なので純粋なニーズやプロダクトの検証ができないから、という理由。

創業者が知り合いに売れる→創業者が知り合い以外に売れる→創業者以外のメ…",2021-07-26 09:27:46+00:00
2791,"RT @superweapon782: かつて玩具屋さんで働いてた身から言わせてもらえば、確かに売上的には問題無いんだよ。例えば10人に売る商品を1人だけに全部売って、その1人から10人分のお代を頂いてるんだから。

でも、この場合店舗は1人のお客さんにしか満足を与えられていな…",2021-07-26 09:18:52+00:00
2792,@na_mroon5 今後どんどんマイナスに振れていく。。。,2021-07-26 01:32:29+00:00
2793,@cero_t どれどれ,2021-07-26 01:10:11+00:00
2794,@RWSmolensJr Thank you Roy-san! But I’m afraid that this serious conversation may reveal that the original tweet is just a joke 🤣,2021-07-26 01:07:46+00:00
2795,@Hiro_macchan なるほど,2021-07-26 01:05:26+00:00
2796,@HigeponJa 結構上がってきましたね,2021-07-26 01:01:42+00:00
2797,@na_mroon5 −4724.5,2021-07-26 01:00:34+00:00
2798,@na_mroon5 「床ご飯キメ太郎」,2021-07-26 00:58:29+00:00
2799,"34歳でそれまでの業界をクビになってゼロからやり直してIT業界で再スタートを切ってから9年、今ではデータサイエンティストとして稼げるようになりました。よろしくお願いします！
#駆け出しエンジニアと繋がりたい
#駆け出しデータサイエンティストと繋がりたい",2021-07-26 00:53:27+00:00
2800,珍しくオレンジワイン。アルザスのビオディナミのゲヴュルツトラミネール。果皮の色が暗いゲヴュルツならではの、色味も味わいも奥深いオレンジという印象 https://t.co/7vbA1lXKoT,2021-07-26 00:41:57+00:00
2801,RT @Reuters: The German women's gymnastics team wore full-body suits in qualifications at the Tokyo #Olympics after saying their fashion ch…,2021-07-26 00:36:49+00:00
2802,RT @ReutersJapan: 五輪取材ノート：自撮り棒が取材で大活躍 https://t.co/a7DdNIGtJv,2021-07-26 00:16:10+00:00
2803,"RT @kabumatome: ホウスイ、何もしていないのにスケボー堀米雄斗選手と一緒に江東区から世界へ
https://t.co/tp28onfSmS",2021-07-26 00:15:48+00:00
